PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37961558","Presynaptic inhibition selectively suppresses leg proprioception in behaving Drosophila","Dallmann CJ, Luo Y, Agrawal S, Chou GM, Cook A, Brunton BW, Tuthill JC.","bioRxiv [Preprint]. 2024 May 11:2023.10.20.563322. doi: 10.1101/2023.10.20.563322.","Dallmann CJ","bioRxiv","2024","2023/11/14","PMC10634730","","10.1101/2023.10.20.563322"
"39883485","Glia control experience-dependent plasticity in an olfactory critical period","Leier HC, Foden AJ, Jindal DA, Wilkov AJ, Van der Linden Costello P, Vanderzalm PJ, Coutinho-Budd J, Tabuchi M, Broihier HT.","Elife. 2025 Jan 30;13:RP100989. doi: 10.7554/eLife.100989.","Leier HC","Elife","2025","2025/01/30","PMC11781797","","10.7554/eLife.100989"
"30057309","Discovery of a New Song Mode in Drosophila Reveals Hidden Structure in the Sensory and Neural Drivers of Behavior","Clemens J, Coen P, Roemschied FA, Pereira TD, Mazumder D, Aldarondo DE, Pacheco DA, Murthy M.","Curr Biol. 2018 Aug 6;28(15):2400-2412.e6. doi: 10.1016/j.cub.2018.06.011. Epub 2018 Jul 26.","Clemens J","Curr Biol","2018","2018/07/31","PMC6830513","NIHMS986662","10.1016/j.cub.2018.06.011"
"30683545","Structured Odorant Response Patterns across a Complete Olfactory Receptor Neuron Population","Si G, Kanwal JK, Hu Y, Tabone CJ, Baron J, Berck M, Vignoud G, Samuel ADT.","Neuron. 2019 Mar 6;101(5):950-962.e7. doi: 10.1016/j.neuron.2018.12.030. Epub 2019 Jan 22.","Si G","Neuron","2019","2019/01/27","PMC6756926","NIHMS1539488","10.1016/j.neuron.2018.12.030"
"21521614","A combinatorial semaphorin code instructs the initial steps of sensory circuit assembly in the Drosophila CNS","Wu Z, Sweeney LB, Ayoob JC, Chak K, Andreone BJ, Ohyama T, Kerr R, Luo L, Zlatic M, Kolodkin AL.","Neuron. 2011 Apr 28;70(2):281-98. doi: 10.1016/j.neuron.2011.02.050.","Wu Z","Neuron","2011","2011/04/28","PMC3095019","NIHMS293142","10.1016/j.neuron.2011.02.050"
"22153373","Glial-derived prodegenerative signaling in the Drosophila neuromuscular system","Keller LC, Cheng L, Locke CJ, Müller M, Fetter RD, Davis GW.","Neuron. 2011 Dec 8;72(5):760-75. doi: 10.1016/j.neuron.2011.09.031.","Keller LC","Neuron","2011","2011/12/14","PMC3313621","NIHMS363041","10.1016/j.neuron.2011.09.031"
"25643297","A neuroprotective role for microRNA miR-1000 mediated by limiting glutamate excitotoxicity","Verma P, Augustine GJ, Ammar MR, Tashiro A, Cohen SM.","Nat Neurosci. 2015 Mar;18(3):379-85. doi: 10.1038/nn.3935. Epub 2015 Feb 2.","Verma P","Nat Neurosci","2015","2015/02/03","","","10.1038/nn.3935"
"35353036","Steroid hormone signaling activates thermal nociception during Drosophila peripheral nervous system development","Jaszczak JS, DeVault L, Jan LY, Jan YN.","Elife. 2022 Mar 30;11:e76464. doi: 10.7554/eLife.76464.","Jaszczak JS","Elife","2022","2022/03/30","PMC8967384","","10.7554/eLife.76464"
"39556592","Dopamine neurons that inform Drosophila olfactory memory have distinct, acute functions driving attraction and aversion","Mohammad F, Mai Y, Ho J, Zhang X, Ott S, Stewart JC, Claridge-Chang A.","PLoS Biol. 2024 Nov 18;22(11):e3002843. doi: 10.1371/journal.pbio.3002843. eCollection 2024 Nov.","Mohammad F","PLoS Biol","2024","2024/11/18","PMC11611264","","10.1371/journal.pbio.3002843"
"16122349","Candidate gustatory interneurons modulating feeding behavior in the Drosophila brain","Melcher C, Pankratz MJ.","PLoS Biol. 2005 Sep;3(9):e305. doi: 10.1371/journal.pbio.0030305. Epub 2005 Aug 30.","Melcher C","PLoS Biol","2005","2005/08/27","PMC1193519","","10.1371/journal.pbio.0030305"
"32163402","A widespread family of heat-resistant obscure (Hero) proteins protect against protein instability and aggregation","Tsuboyama K, Osaki T, Matsuura-Suzuki E, Kozuka-Hata H, Okada Y, Oyama M, Ikeuchi Y, Iwasaki S, Tomari Y.","PLoS Biol. 2020 Mar 12;18(3):e3000632. doi: 10.1371/journal.pbio.3000632. eCollection 2020 Mar.","Tsuboyama K","PLoS Biol","2020","2020/03/13","PMC7067378","","10.1371/journal.pbio.3000632"
"28712652","Serotonergic Modulation Enables Pathway-Specific Plasticity in a Developing Sensory Circuit in Drosophila","Kaneko T, Macara AM, Li R, Hu Y, Iwasaki K, Dunnings Z, Firestone E, Horvatic S, Guntur A, Shafer OT, Yang CH, Zhou J, Ye B.","Neuron. 2017 Aug 2;95(3):623-638.e4. doi: 10.1016/j.neuron.2017.06.034. Epub 2017 Jul 14.","Kaneko T","Neuron","2017","2017/07/18","PMC5555049","NIHMS887525","10.1016/j.neuron.2017.06.034"
"22405204","Dopaminergic modulation of sucrose acceptance behavior in Drosophila","Marella S, Mann K, Scott K.","Neuron. 2012 Mar 8;73(5):941-50. doi: 10.1016/j.neuron.2011.12.032.","Marella S","Neuron","2012","2012/03/13","PMC3310174","NIHMS352063","10.1016/j.neuron.2011.12.032"
"22197833","Chromatin modification of Notch targets in olfactory receptor neuron diversification","Endo K, Karim MR, Taniguchi H, Krejci A, Kinameri E, Siebert M, Ito K, Bray SJ, Moore AW.","Nat Neurosci. 2011 Dec 25;15(2):224-33. doi: 10.1038/nn.2998.","Endo K","Nat Neurosci","2011","2011/12/27","","","10.1038/nn.2998"
"19771147","Dendritic targeting in the leg neuropil of Drosophila: the role of midline signalling molecules in generating a myotopic map","Brierley DJ, Blanc E, Reddy OV, Vijayraghavan K, Williams DW.","PLoS Biol. 2009 Sep;7(9):e1000199. doi: 10.1371/journal.pbio.1000199. Epub 2009 Sep 22.","Brierley DJ","PLoS Biol","2009","2009/09/23","PMC2737123","","10.1371/journal.pbio.1000199"
"30713106","Inverse Control of Turning Behavior by Dopamine D1 Receptor Signaling in Columnar and Ring Neurons of the Central Complex in Drosophila","Kottler B, Faville R, Bridi JC, Hirth F.","Curr Biol. 2019 Feb 18;29(4):567-577.e6. doi: 10.1016/j.cub.2019.01.017. Epub 2019 Jan 31.","Kottler B","Curr Biol","2019","2019/02/05","PMC6384123","","10.1016/j.cub.2019.01.017"
"29395908","Differing Strategies Despite Shared Lineages of Motor Neurons and Glia to Achieve Robust Development of an Adult Neuropil in Drosophila","Enriquez J, Rio LQ, Blazeski R, Bellemin S, Godement P, Mason C, Mann RS.","Neuron. 2018 Feb 7;97(3):538-554.e5. doi: 10.1016/j.neuron.2018.01.007. Epub 2018 Jan 27.","Enriquez J","Neuron","2018","2018/02/04","PMC5941948","NIHMS959414","10.1016/j.neuron.2018.01.007"
"30540251","Reactive oxygen species regulate activity-dependent neuronal plasticity in Drosophila","Oswald MC, Brooks PS, Zwart MF, Mukherjee A, West RJ, Giachello CN, Morarach K, Baines RA, Sweeney ST, Landgraf M.","Elife. 2018 Dec 17;7:e39393. doi: 10.7554/eLife.39393.","Oswald MC","Elife","2018","2018/12/13","PMC6307858","","10.7554/eLife.39393"
"32427101","Low FoxO expression in Drosophila somatosensory neurons protects dendrite growth under nutrient restriction","Poe AR, Xu Y, Zhang C, Lei J, Li K, Labib D, Han C.","Elife. 2020 May 19;9:e53351. doi: 10.7554/eLife.53351.","Poe AR","Elife","2020","2020/05/20","PMC7308081","","10.7554/eLife.53351"
"38948859","STEERING FROM THE REAR: COORDINATION OF CENTRAL PATTERN GENERATORS UNDERLYING NAVIGATION BY ASCENDING INTERNEURONS","Jonaitis J, Hibbard KL, McCafferty Layte K, Hiramoto A, Cardona A, Truman JW, Nose A, Zwart MF, Pulver SR.","bioRxiv [Preprint]. 2024 Jun 17:2024.06.17.598162. doi: 10.1101/2024.06.17.598162.","Jonaitis J","bioRxiv","2024","2024/07/01","PMC11212907","","10.1101/2024.06.17.598162"
"22542187","The p150(Glued) CAP-Gly domain regulates initiation of retrograde transport at synaptic termini","Lloyd TE, Machamer J, O'Hara K, Kim JH, Collins SE, Wong MY, Sahin B, Imlach W, Yang Y, Levitan ES, McCabe BD, Kolodkin AL.","Neuron. 2012 Apr 26;74(2):344-60. doi: 10.1016/j.neuron.2012.02.026.","Lloyd TE","Neuron","2012","2012/05/01","PMC3353876","NIHMS374245","10.1016/j.neuron.2012.02.026"
"17694052","Activation of EGFR and ERK by rhomboid signaling regulates the consolidation and maintenance of sleep in Drosophila","Foltenyi K, Greenspan RJ, Newport JW.","Nat Neurosci. 2007 Sep;10(9):1160-7. doi: 10.1038/nn1957. Epub 2007 Aug 12.","Foltenyi K","Nat Neurosci","2007","2007/08/19","","","10.1038/nn1957"
"29231171","Tracing neuronal circuits in transgenic animals by transneuronal control of transcription (TRACT)","Huang TH, Niesman P, Arasu D, Lee D, De La Cruz AL, Callejas A, Hong EJ, Lois C.","Elife. 2017 Dec 12;6:e32027. doi: 10.7554/eLife.32027.","Huang TH","Elife","2017","2017/12/13","PMC5777821","","10.7554/eLife.32027"
"39869640","Trithorax regulates long-term memory in Drosophila through epigenetic maintenance of mushroom body metabolic state and translation capacity","Raun N, Jones SG, Kerr O, Keung C, Butler EF, Alka K, Krupski JD, Reid-Taylor RA, Ibrahim V, Williams M, Top D, Kramer JM.","PLoS Biol. 2025 Jan 27;23(1):e3003004. doi: 10.1371/journal.pbio.3003004. eCollection 2025 Jan.","Raun N","PLoS Biol","2025","2025/01/27","PMC11835295","","10.1371/journal.pbio.3003004"
"17224401","Semaphorin-1a controls receptor neuron-specific axonal convergence in the primary olfactory center of Drosophila","Lattemann M, Zierau A, Schulte C, Seidl S, Kuhlmann B, Hummel T.","Neuron. 2007 Jan 18;53(2):169-84. doi: 10.1016/j.neuron.2006.12.024.","Lattemann M","Neuron","2007","2007/01/17","","","10.1016/j.neuron.2006.12.024"
"16474389","Dendritic patterning by Dscam and synaptic partner matching in the Drosophila antennal lobe","Zhu H, Hummel T, Clemens JC, Berdnik D, Zipursky SL, Luo L.","Nat Neurosci. 2006 Mar;9(3):349-55. doi: 10.1038/nn1652. Epub 2006 Feb 12.","Zhu H","Nat Neurosci","2006","2006/02/14","","","10.1038/nn1652"
"25537193","A big picture of a small brain","Griffith LC.","Elife. 2014 Dec 24;3:e05580. doi: 10.7554/eLife.05580.","Griffith LC","Elife","2014","2014/12/25","PMC4275571","","10.7554/eLife.05580"
"25501037","A region-specific neurogenesis mode requires migratory progenitors in the Drosophila visual system","Apitz H, Salecker I.","Nat Neurosci. 2015 Jan;18(1):46-55. doi: 10.1038/nn.3896. Epub 2014 Dec 15.","Apitz H","Nat Neurosci","2015","2014/12/16","PMC4338547","EMS61060","10.1038/nn.3896"
"16979554","Sex-peptide-regulated female sexual behavior requires a subset of ascending ventral nerve cord neurons","Soller M, Haussmann IU, Hollmann M, Choffat Y, White K, Kubli E, Schäfer MA.","Curr Biol. 2006 Sep 19;16(18):1771-82. doi: 10.1016/j.cub.2006.07.055.","Soller M","Curr Biol","2006","2006/09/19","","","10.1016/j.cub.2006.07.055"
"38861987","Mechanosensory bristles mediate avoidance behavior by triggering sustained local motor activity in Drosophila melanogaster","Medeiros AM, Hobbiss AF, Borges G, Moita M, Mendes CS.","Curr Biol. 2024 Jul 8;34(13):2812-2830.e5. doi: 10.1016/j.cub.2024.05.021. Epub 2024 Jun 10.","Medeiros AM","Curr Biol","2024","2024/06/11","","","10.1016/j.cub.2024.05.021"
"22365543","Hierarchical deployment of factors regulating temporal fate in a diverse neuronal lineage of the Drosophila central brain","Kao CF, Yu HH, He Y, Kao JC, Lee T.","Neuron. 2012 Feb 23;73(4):677-84. doi: 10.1016/j.neuron.2011.12.018.","Kao CF","Neuron","2012","2012/02/28","PMC3566789","NIHMS347373","10.1016/j.neuron.2011.12.018"
"25521378","Mutations in KATNB1 cause complex cerebral malformations by disrupting asymmetrically dividing neural progenitors","Mishra-Gorur K, Çağlayan AO, Schaffer AE, Chabu C, Henegariu O, Vonhoff F, Akgümüş GT, Nishimura S, Han W, Tu S, Baran B, Gümüş H, Dilber C, Zaki MS, Hossni HA, Rivière JB, Kayserili H, Spencer EG, Rosti RÖ, Schroth J, Per H, Çağlar C, Çağlar Ç, Dölen D, Baranoski JF, Kumandaş S, Minja FJ, Erson-Omay EZ, Mane SM, Lifton RP, Xu T, Keshishian H, Dobyns WB, Chi NC, Šestan N, Louvi A, Bilgüvar K, Yasuno K, Gleeson JG, Günel M.","Neuron. 2014 Dec 17;84(6):1226-39. doi: 10.1016/j.neuron.2014.12.014.","Mishra-Gorur K","Neuron","2014","2014/12/19","PMC5024344","NIHMS647749","10.1016/j.neuron.2014.12.014"
"20010822","SLEEPLESS, a Ly-6/neurotoxin family member, regulates the levels, localization and activity of Shaker","Wu MN, Joiner WJ, Dean T, Yue Z, Smith CJ, Chen D, Hoshi T, Sehgal A, Koh K.","Nat Neurosci. 2010 Jan;13(1):69-75. doi: 10.1038/nn.2454. Epub 2009 Dec 13.","Wu MN","Nat Neurosci","2010","2009/12/17","PMC2842941","NIHMS165641","10.1038/nn.2454"
"39621615","Temperature cues are integrated in a flexible circadian neuropeptidergic feedback circuit to remodel sleep-wake patterns in flies","Yuan X, Li H, Guo F.","PLoS Biol. 2024 Dec 2;22(12):e3002918. doi: 10.1371/journal.pbio.3002918. eCollection 2024 Dec.","Yuan X","PLoS Biol","2024","2024/12/02","PMC11611155","","10.1371/journal.pbio.3002918"
"24348200","Translational profiling of clock cells reveals circadianly synchronized protein synthesis","Huang Y, Ainsley JA, Reijmers LG, Jackson FR.","PLoS Biol. 2013 Nov;11(11):e1001703. doi: 10.1371/journal.pbio.1001703. Epub 2013 Nov 5.","Huang Y","PLoS Biol","2013","2013/12/19","PMC3864454","","10.1371/journal.pbio.1001703"
"25451193","A TRPV channel in Drosophila motor neurons regulates presynaptic resting Ca2+ levels, synapse growth, and synaptic transmission","Wong CO, Chen K, Lin YQ, Chao Y, Duraine L, Lu Z, Yoon WH, Sullivan JM, Broadhead GT, Sumner CJ, Lloyd TE, Macleod GT, Bellen HJ, Venkatachalam K.","Neuron. 2014 Nov 19;84(4):764-77. doi: 10.1016/j.neuron.2014.09.030. Epub 2014 Oct 30.","Wong CO","Neuron","2014","2014/12/03","PMC4254599","NIHMS632787","10.1016/j.neuron.2014.09.030"
"17785181","Crucial role of Drosophila neurexin in proper active zone apposition to postsynaptic densities, synaptic growth, and synaptic transmission","Li J, Ashley J, Budnik V, Bhat MA.","Neuron. 2007 Sep 6;55(5):741-55. doi: 10.1016/j.neuron.2007.08.002.","Li J","Neuron","2007","2007/09/06","PMC2039911","NIHMS30182","10.1016/j.neuron.2007.08.002"
"22427741","Combinatorial activation and repression by seven transcription factors specify Drosophila odorant receptor expression","Jafari S, Alkhori L, Schleiffer A, Brochtrup A, Hummel T, Alenius M.","PLoS Biol. 2012;10(3):e1001280. doi: 10.1371/journal.pbio.1001280. Epub 2012 Mar 13.","Jafari S","PLoS Biol","2012","2012/03/20","PMC3302810","","10.1371/journal.pbio.1001280"
"31661076","Peptidoglycan-dependent NF-κB activation in a small subset of brain octopaminergic neurons controls female oviposition","Masuzzo A, Manière G, Viallat-Lieutaud A, Avazeri É, Zugasti O, Grosjean Y, Kurz CL, Royet J.","Elife. 2019 Oct 29;8:e50559. doi: 10.7554/eLife.50559.","Masuzzo A","Elife","2019","2019/10/30","PMC6819134","","10.7554/eLife.50559"
"31346296","Dynamic nonlinearities enable direction opponency in Drosophila elementary motion detectors","Badwan BA, Creamer MS, Zavatone-Veth JA, Clark DA.","Nat Neurosci. 2019 Aug;22(8):1318-1326. doi: 10.1038/s41593-019-0443-y. Epub 2019 Jul 25.","Badwan BA","Nat Neurosci","2019","2019/07/27","PMC6748873","NIHMS1530908","10.1038/s41593-019-0443-y"
"27146270","Drosophila SLC22A Transporter Is a Memory Suppressor Gene that Influences Cholinergic Neurotransmission to the Mushroom Bodies","Gai Y, Liu Z, Cervantes-Sandoval I, Davis RL.","Neuron. 2016 May 4;90(3):581-95. doi: 10.1016/j.neuron.2016.03.017. Epub 2016 Apr 14.","Gai Y","Neuron","2016","2016/05/06","PMC4894652","NIHMS773146","10.1016/j.neuron.2016.03.017"
"23063364","A GAL4-driver line resource for Drosophila neurobiology","Jenett A, Rubin GM, Ngo TT, Shepherd D, Murphy C, Dionne H, Pfeiffer BD, Cavallaro A, Hall D, Jeter J, Iyer N, Fetter D, Hausenfluck JH, Peng H, Trautman ET, Svirskas RR, Myers EW, Iwinski ZR, Aso Y, DePasquale GM, Enos A, Hulamm P, Lam SC, Li HH, Laverty TR, Long F, Qu L, Murphy SD, Rokicki K, Safford T, Shaw K, Simpson JH, Sowell A, Tae S, Yu Y, Zugates CT.","Cell Rep. 2012 Oct 25;2(4):991-1001. doi: 10.1016/j.celrep.2012.09.011. Epub 2012 Oct 11.","Jenett A","Cell Rep","2012","2012/10/16","PMC3515021","NIHMS420127","10.1016/j.celrep.2012.09.011"
"24811381","Miniature neurotransmission regulates Drosophila synaptic structural maturation","Choi BJ, Imlach WL, Jiao W, Wolfram V, Wu Y, Grbic M, Cela C, Baines RA, Nitabach MN, McCabe BD.","Neuron. 2014 May 7;82(3):618-34. doi: 10.1016/j.neuron.2014.03.012.","Choi BJ","Neuron","2014","2014/05/10","PMC4022839","","10.1016/j.neuron.2014.03.012"
"25549104","Structured inquiry-based learning: Drosophila GAL4 enhancer trap characterization in an undergraduate laboratory course","Dunne CR, Cillo AR, Glick DR, John K, Johnson C, Kanwal J, Malik BT, Mammano K, Petrovic S, Pfister W, Rascoe AS, Schrom D, Shapiro S, Simkins JW, Strauss D, Talai R, Tomtishen JP 3rd, Vargas J, Veloz T, Vogler TO, Clenshaw ME, Gordon-Hamm DT, Lee KL, Marin EC.","PLoS Biol. 2014 Dec 30;12(12):e1002030. doi: 10.1371/journal.pbio.1002030. eCollection 2014 Dec.","Dunne CR","PLoS Biol","2014","2014/12/31","PMC4280103","","10.1371/journal.pbio.1002030"
"30759083","A single pair of leucokinin neurons are modulated by feeding state and regulate sleep-metabolism interactions","Yurgel ME, Kakad P, Zandawala M, Nässel DR, Godenschwege TA, Keene AC.","PLoS Biol. 2019 Feb 13;17(2):e2006409. doi: 10.1371/journal.pbio.2006409. eCollection 2019 Feb.","Yurgel ME","PLoS Biol","2019","2019/02/14","PMC6391015","","10.1371/journal.pbio.2006409"
"23666178","Overexpression of Down syndrome cell adhesion molecule impairs precise synaptic targeting","Cvetkovska V, Hibbert AD, Emran F, Chen BE.","Nat Neurosci. 2013 Jun;16(6):677-82. doi: 10.1038/nn.3396. Epub 2013 May 12.","Cvetkovska V","Nat Neurosci","2013","2013/05/14","PMC3954815","CAMS3893","10.1038/nn.3396"
"27705783","A Switch in Thermal Preference in Drosophila Larvae Depends on Multiple Rhodopsins","Sokabe T, Chen HC, Luo J, Montell C.","Cell Rep. 2016 Oct 4;17(2):336-344. doi: 10.1016/j.celrep.2016.09.028.","Sokabe T","Cell Rep","2016","2016/10/06","PMC5111637","NIHMS816988","10.1016/j.celrep.2016.09.028"
"18054860","Activity-dependent plasticity in an olfactory circuit","Sachse S, Rueckert E, Keller A, Okada R, Tanaka NK, Ito K, Vosshall LB.","Neuron. 2007 Dec 6;56(5):838-50. doi: 10.1016/j.neuron.2007.10.035.","Sachse S","Neuron","2007","2007/12/07","","","10.1016/j.neuron.2007.10.035"
"23226106","The Highwire ubiquitin ligase promotes axonal degeneration by tuning levels of Nmnat protein","Xiong X, Hao Y, Sun K, Li J, Li X, Mishra B, Soppina P, Wu C, Hume RI, Collins CA.","PLoS Biol. 2012;10(12):e1001440. doi: 10.1371/journal.pbio.1001440. Epub 2012 Dec 4.","Xiong X","PLoS Biol","2012","2012/12/11","PMC3514318","","10.1371/journal.pbio.1001440"
"22057190","Evolutionary differences in food preference rely on Gr64e, a receptor for glycerol","Wisotsky Z, Medina A, Freeman E, Dahanukar A.","Nat Neurosci. 2011 Nov 6;14(12):1534-41. doi: 10.1038/nn.2944.","Wisotsky Z","Nat Neurosci","2011","2011/11/08","","","10.1038/nn.2944"
"31810837","Neurons that Function within an Integrator to Promote a Persistent Behavioral State in Drosophila","Jung Y, Kennedy A, Chiu H, Mohammad F, Claridge-Chang A, Anderson DJ.","Neuron. 2020 Jan 22;105(2):322-333.e5. doi: 10.1016/j.neuron.2019.10.028. Epub 2019 Dec 3.","Jung Y","Neuron","2020","2019/12/08","PMC6981076","NIHMS1542577","10.1016/j.neuron.2019.10.028"
"23995066","Restoring polyamines protects from age-induced memory impairment in an autophagy-dependent manner","Gupta VK, Scheunemann L, Eisenberg T, Mertel S, Bhukel A, Koemans TS, Kramer JM, Liu KS, Schroeder S, Stunnenberg HG, Sinner F, Magnes C, Pieber TR, Dipt S, Fiala A, Schenck A, Schwaerzel M, Madeo F, Sigrist SJ.","Nat Neurosci. 2013 Oct;16(10):1453-60. doi: 10.1038/nn.3512. Epub 2013 Sep 1.","Gupta VK","Nat Neurosci","2013","2013/09/03","","","10.1038/nn.3512"
